Employee_ID,Attrition_rate
EID_22713,0.22255389630691835
EID_9658,0.20666159199454412
EID_22203,0.18849388185212737
EID_7652,0.21902839827614007
EID_6516,0.19511729983347093
EID_20283,0.14734331895811614
EID_21014,0.20968035247271083
EID_7693,0.20571007005632969
EID_13232,0.18969966137537855
EID_6515,0.23406117262566117
EID_13639,0.17897319492238872
EID_14669,0.19991003894979825
EID_16537,0.19857979048658403
EID_5782,0.18900768341253155
EID_20157,0.1964935911466724
EID_1855,0.1502419375017235
EID_20748,0.20807608967028365
EID_23179,0.1971027323082123
EID_12838,0.19379443550886716
EID_21656,0.16756988945361062
EID_8844,0.17734668334310666
EID_1536,0.21342554308640793
EID_8822,0.21462907903850248
EID_11398,0.19778619563822017
EID_12965,0.22352247432903447
EID_5204,0.19722227135930284
EID_10030,0.21136006957855902
EID_13227,0.1813507756633484
EID_20607,0.219212430252087
EID_14070,0.18588449471645607
EID_3755,0.17372045150249857
EID_5459,0.23277491242928167
EID_7697,0.1840448708016424
EID_3935,0.17838273531108112
EID_19046,0.1987527693448157
EID_4040,0.1815000677967926
EID_17730,0.16705063972771733
EID_4995,0.1884149746099114
EID_24653,0.17282586455553564
EID_6978,0.15461395206880116
EID_13775,0.17566007183339705
EID_14608,0.18628122283976967
EID_3148,0.19857782452619932
EID_24868,0.20998878560072595
EID_5521,0.17468496059618696
EID_21155,0.19247049961884985
EID_3840,0.1883145571095202
EID_10646,0.19019858095253003
EID_6711,0.22725002748754855
EID_16247,0.16892545745249116
EID_16789,0.20202622687864394
EID_17967,0.1775180720625049
EID_13270,0.1958475885567687
EID_18462,0.16940473715370868
EID_22248,0.20899720472927996
EID_22693,0.19713110233108722
EID_25662,0.21361480601586608
EID_23346,0.18670835431920568
EID_4437,0.18749919429201534
EID_18108,0.15261894443296564
EID_7000,0.1931467685387894
EID_22770,0.20118521513227644
EID_7816,0.1749802325885797
EID_19615,0.18658545243256888
EID_23807,0.19253414285837256
EID_16764,0.19375739518899687
EID_16818,0.19967308216493826
EID_22712,0.16203710300094476
EID_18198,0.21752955960675546
EID_11154,0.2042038631349899
EID_22137,0.18500715190510386
EID_11655,0.17823621819987984
EID_18514,0.22541884162299994
EID_24742,0.2047621612566025
EID_16019,0.1868956100605507
EID_7357,0.18301948648731134
EID_20106,0.1813668299978626
EID_13284,0.19107778719710944
EID_5451,0.1679478144401801
EID_19728,0.1765258416495939
EID_9178,0.2055518333642573
EID_13177,0.17988540644496367
EID_14300,0.19491778813418756
EID_4379,0.18204630788806297
EID_11285,0.1894641581692165
EID_14882,0.21830795851387264
EID_9969,0.1944128478644169
EID_23643,0.1496745118992696
EID_5935,0.19795515870598113
EID_7741,0.19260492126027112
EID_6176,0.19600942587715325
EID_5418,0.2037851919362304
EID_20626,0.22334909956222
EID_1725,0.18665400774653929
EID_14317,0.24639865660774163
EID_12120,0.19420517544940014
EID_20264,0.15721003142235832
EID_16691,0.1670956020659526
EID_1093,0.16625800394149248
EID_2565,0.18805538731786126
EID_11463,0.18118299754372497
EID_12005,0.16864319654789828
EID_10326,0.18763647170180991
EID_12582,0.19442697171178838
EID_18228,0.17824548452880978
EID_11670,0.22652892582898984
EID_24257,0.1688646134106818
EID_7024,0.18011200590518958
EID_10382,0.19678925449850296
EID_20210,0.20832684984704672
EID_10294,0.151531355295226
EID_19941,0.18464651969094914
EID_25572,0.17526026666114897
EID_7758,0.18534504494148063
EID_22718,0.17062206874774094
EID_1078,0.17892879227007935
EID_8227,0.19408374286486862
EID_1702,0.19754860394000717
EID_3532,0.18112283591048664
EID_22452,0.17777138110540505
EID_3019,0.18050602034568883
EID_22264,0.21175182587975958
EID_9866,0.17944989622893576
EID_3520,0.1682840391686963
EID_21098,0.2131101100418311
EID_1186,0.1755617594734029
EID_12355,0.15670926116332154
EID_11020,0.18526018830545504
EID_19193,0.14669929751560673
EID_17787,0.16887589889888252
EID_13719,0.2117762918482639
EID_24449,0.20112014071172948
EID_12957,0.15691538370247593
EID_24794,0.18064259013096665
EID_2866,0.20729868749561783
EID_10563,0.18987357737244212
EID_22492,0.2065847124423864
EID_4106,0.20549980861567435
EID_6648,0.21309828632951988
EID_7209,0.1933564594260218
EID_9692,0.1702935454040586
EID_22763,0.19356719398952785
EID_12622,0.15918091410198382
EID_9831,0.18745135885120537
EID_5731,0.14128192786282315
EID_1114,0.1592411270019968
EID_25017,0.22273201951928037
EID_22956,0.20154620197745396
EID_5549,0.1894996599861604
EID_12022,0.2179987592858238
EID_8034,0.1652222834777847
EID_20644,0.16590456770605147
EID_20125,0.16830029096737117
EID_21957,0.18407239104310547
EID_8870,0.15528814001854382
EID_2305,0.22307510327006194
EID_3977,0.17503654505209335
EID_14845,0.17031064245792485
EID_6629,0.17192584926452248
EID_14577,0.17377623182906507
EID_24509,0.17092658853759893
EID_1530,0.19516883403037882
EID_21524,0.2426265329245267
EID_6647,0.16164423664201027
EID_19730,0.20220670511837663
EID_4424,0.18315069465117445
EID_7964,0.15821105128290333
EID_6289,0.1812666766867757
EID_2899,0.16483073384827168
EID_2827,0.18871401300175725
EID_8801,0.19530840772905395
EID_20454,0.20401320021054134
EID_18988,0.18939573319405043
EID_8405,0.20921420064929575
EID_14497,0.18075900966132075
EID_11769,0.20176961699635937
EID_21353,0.20331654323937298
EID_2221,0.19664533448935115
EID_13218,0.1694225249105521
EID_4576,0.21721318315781868
EID_17470,0.20633081982087367
EID_14817,0.24190361726683973
EID_21845,0.21798711918309696
EID_21987,0.19138994975978063
EID_1168,0.18555787481984776
EID_14315,0.22221157538496766
EID_5043,0.20650958810799025
EID_1967,0.21101447074081503
EID_22274,0.16151222770000243
EID_11091,0.15519456060045222
EID_18421,0.19632188102446158
EID_8316,0.16850129361026622
EID_13308,0.2365892061234345
EID_19481,0.16797900227280885
EID_17732,0.19861189667758106
EID_4504,0.17345026558274673
EID_2539,0.21690056188198095
EID_19529,0.17865378762146228
EID_2279,0.17713274774390564
EID_14508,0.1959199007342055
EID_12241,0.1958274069602424
EID_11530,0.17332528513944928
EID_20147,0.16196758779729556
EID_6154,0.21791419063940548
EID_3523,0.18041374064741889
EID_20453,0.21202994582943344
EID_11929,0.21005959134189386
EID_12840,0.20131229690239835
EID_22320,0.20992770975616382
EID_25383,0.1807694282742037
EID_10731,0.19167618122188262
EID_1017,0.19289274789584204
EID_1819,0.22024471775721868
EID_22849,0.20218283260603073
EID_12290,0.2080247793297792
EID_24238,0.19364886487615474
EID_3105,0.18633649805221736
EID_14242,0.18693447637359067
EID_16569,0.19184446789495926
EID_8094,0.21925179966668024
EID_7824,0.190446062700432
EID_8978,0.1591737411732908
EID_25314,0.18025007363307627
EID_17810,0.1918267179602426
EID_14856,0.13927762262482513
